id	qid1	qid2	question1	question2	is_duplicate	
246299	359329	359330	What are the differences between a single and double action pistol?	How do double action and semi automatic pistols differ?	1	1	0.549104
211129	54998	315902	How do I prepare for SSC CHSL?	How can I prepare for the SSC CHSL?	1	0	0.73146975
210026	26185	21374	Why do people ask such questions here on Quora which could be easily found on the internet?	Why do some people ask simple direct science questions in Quora when there are sufficient resources available in internet?	1	1	0.8702004
95450	159183	159184	How do you renounce everything to attain Nirvana as mentioned in Buddhism?	How does the 80/20 principle apply to life?	0	0	0.9923224
362122	492019	492020	Is Deadpool overrated?	Why is Deadpool so overrated?	1	0	0.5737843
319033	444437	92213	How has technology changed the education system?	How has technology changed education?	1	1	0.8185272
273113	153259	391523	"How do I send a Google form without making the users ""request access"" to view it?"	"How do I send a Google form without making the users ""request access"" to view?"	1	0	0.9977865
71651	123256	15318	What is the funniest thing you ever said to your family?	What is the funniest thing you ever said?	0	0	0.75780946
299073	421670	421671	What are the best free ringtones for iPhone?	What are some of the best free apps for the iPhone?	0	0	0.77987784
244659	357330	357331	Theism: What is the most convincing argument to become a theist?	What is the most convincing argument to become a theist?	1	0	0.9884328
207557	311282	308171	How do I solve aptitude questions on cube?	How do you solve this aptitude question?	0	0	0.5972053
152502	239593	239594	How do I prepare for Gate 2019 ECE?	How do I prepare for GATE 2019 ME?	0	0	0.5436964
352251	203468	481159	How do I become faster?	How do I become faster physically?	1	1	0.95235807
22734	13323	42640	What motivates people with technical experience to answer questions on Quora?	What motivates you to answer Quora questions?	1	1	0.7082784
402871	220463	68802	What can I do to have a flat tummy?	How do I reduce my tummy fat?	0	1	0.94258887
326392	452702	452703	Why does a current carrying conductor produce a magnetic field around it?	Why does a current-carrying conductor always have magnetic field around it?	1	0	0.9822682
366518	496725	390442	Any updates on Baahubali- The Conclusion?	What are some of the mind-blowing facts about the Baahubali movie?	0	0	0.9497685
191842	92887	144706	How do you get over a writers block?	What are some tips to get over writer's block?	1	0	0.7545902
214550	320173	320174	What's the gender breakdown for SCVNGR users?	"Does SCVNGR's LevelUp have a good ""how it works"" page?"	0	0	0.89511293
345005	473294	473295	What are the best British television shows?	What are the best British TV series of all time?	1	0	0.6542411
274	548	549	How do you feel when someone upvotes your answer on Quora?	How does it feel to see upvotes to your answer on Quora?	1	1	0.7577718
314976	47604	9145	What exactly are the Illuminati?	What is illuminati? What does it do?	1	1	0.78651935
182863	279769	279770	"Where does the word ""suicide"" come from?"	"Where did the origin of the word ""suicide"" come from?"	1	0	0.9872097
246060	359041	359042	Which are the most used designs patterns for mobile games nowadays?	Which mobile games have the most well designed UX and why?	0	0	0.7632664
166442	258268	258269	How it would be to join time for cat in february for cat 2017?	How it would be to join time for cat in february?	0	0	0.98254997
238207	111986	349528	Why does my dog hold a toy, run around  & whine after eating?	Why does my dog hold a sock, and walk around with it?	0	0	0.66547704
139926	222452	222453	What is the best way to reheat a cooked lobster?	How do I cook and eat a lobster?	0	0	0.9871516
124724	201344	201345	What is the poorest country in Asia, and how does its health system compare to the poorest country in Africa?	What is the poorest country in Asia, and how does its health system compare to the poorest country in Oceania?	0	0	0.7580405
287743	408561	408562	Why are we so obsessed with looking beautiful externally?	I've failed the 12th PU exam in two subjects, do I have to write all the subjects next year or just the ones I've failed.?	0	0	0.97428393
333936	461074	461075	Imagine that you are a student-astronaut, who had participated in the launch. Describe what you experienced while in flight and later, what you felt and saw when Mangalyaan entered the Mars orbit?	Can astronauts really survive in mars like The Martian?	0	0	0.9770865
316503	441565	441566	What characterizes tactile people?	What are Tactile Hallucinations?	0	0	0.628944
42348	63447	76326	Do some women really like swallowing semen? Why or why not?	Is it true if you swallow your own saliva that your face gets inverted?	0	0	0.8089939
140703	130137	15767	What is your New Years Resolution?	What is your new year resolution?	1	1	0.9020998
80617	14278	103946	How widely accepted are credit cards at small businesses and restaurants in Pakistan?	How widely accepted are credit cards at small businesses and restaurants in Armenia?	0	0	0.9977222
29975	55409	55410	How can I join India's intelligence agency RAW?	What is the general notion of people with respect to RAW officers? What do people think of the persons that are working in an intelligence agency?	0	0	0.8725255
272339	390581	390582	What is the basis of the combination of Greek letters in naming fraternities?	How are letters chosen in the Greek sorority and fraternity system?	1	0	0.994551
290516	162242	411813	What is the latest in Information Technology?	What's the latest in Information Technology?	1	0	0.51364434
276407	395355	395356	Is mechanical engineering the right choice for girls?	Is mechanical engg right choice for a girl?	1	0	0.74951166
71193	122558	122559	Should I use CLA?	What do CLA's do?	0	0	0.7940938
191289	122585	61477	How will you know you love someone?	How do you know if you have fallen in love with someone and not just like them?	1	0	0.95013696
106752	175781	175782	What is the difference between CouchDB and Couchbase?	How do I monitor CouchDB with Monit on Ubuntu? 	0	0	0.9712523
361461	491312	491313	Can I track a stolen cell phone that is turned off?	Can I turn on the GPS of my stolen phone with my tablet?	0	1	0.80035555
317170	442332	442333	Why can't I sign into Yahoo?	How do I sign into Yahoo?	0	1	0.6471436
116413	189639	189640	I was rejected today for a MNC job in an interactive discussion round. What lesson can I learn from it?	Is it possible for a non CS student to get an admit in MSc Computer Science in Unversity of Alberta?	0	0	0.99786514
165523	257014	257015	How do I explain a 4-month gap between jobs?	Does a gap of 4 months after college matter for applying to a job?	0	0	0.8403038
69695	120227	120228	If you have made a free Android app with 10,000+ downloads, how much ad revenue are you making?	How much ad revenue can be generated from an android app?	0	0	0.988942
362827	43745	26053	Why do people ask question on Quora that can be easily and definitively answered by Googling?	Why do so many people ask things on Quora that they could just as easily Google?	1	1	0.9691244
296080	418228	326475	What makes 2b2t beautiful?	Which was the first genocide in history?	0	0	0.97010213
3011	5971	5972	What are some good and cheap lodges in Paharganj, Delhi? Are there any good lodging options around Pragati, Maidan?	What are some good Delhi Metro travel hacks?	0	0	0.98756135
329313	56279	455951	Which aperture is better for a mobile camera: F1.8, F2.0, or F2.2?	What does it mean when a camera has XXmm lens and X.X aperture?	0	0	0.89803857
107934	177460	177461	"What are some good ""Black Lives Matter"" slogan parodies?"	Could you rig a GPU to be a CPU?	0	0	0.9965964
178470	274103	274104	How do I judge that a person has extra marital affair?	How many of you had extra marital affairs and are now married to the person?	0	0	0.78266674
329461	4702	147412	What is a goood answer to 'Why should I not hire you?'	"What is the best answer of ""Convince me not to Hire you""?"	1	0	0.5293239
330613	161564	58835	I want to invest Rs 20,000 in mutual fund. Which mutual fund is best to invest?	I've decided to invest monthly 5k in mutual fund. Which is the best mutual fund available right now?	1	1	0.9893138
363985	49069	227887	How do we deal with hypocrites?	How can I deal with hypocrites?	1	1	0.8030037
